age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
33,1,F,African-American,Male,19,0,0
23,1,F,Other,Male,7,9,1
23,1,F,Other,Male,2,15,1
35,0,M,Other,Male,0,1,1
44,0,M,Other,Male,11,180,1
20,1,F,African-American,Male,1,1,0
26,0,F,Other,Male,0,173,1
21,1,F,Other,Male,0,0,1
28,0,M,African-American,Male,9,1,1
23,0,M,Other,Female,2,1,1
25,0,F,African-American,Male,0,0,1
46,1,F,Other,Female,7,3,1
38,1,F,African-American,Male,1,77,1
49,0,F,Other,Female,3,0,1
37,0,F,African-American,Male,2,7,1
24,1,M,African-American,Male,2,33,1
32,0,F,African-American,Male,8,4,1
39,0,F,African-American,Female,4,3,1
51,0,F,Other,Male,2,22,1
26,0,M,African-American,Male,1,14,1
27,1,F,African-American,Male,6,10,1
35,0,M,Other,Male,0,1,1
56,0,F,African-American,Male,1,1,1
32,1,F,African-American,Male,14,1,0
27,0,M,African-American,Male,1,2,1
40,1,F,African-American,Male,5,55,0
62,0,M,Other,Female,0,3,1
50,0,M,Other,Male,0,0,1
57,0,F,African-American,Male,19,117,1
45,0,F,Other,Male,8,1,1
26,0,M,Other,Male,0,1,1
19,1,F,Other,Female,2,22,0
27,1,F,Other,Male,18,178,0
34,1,F,African-American,Male,5,2,1
42,0,F,African-American,Female,0,0,1
54,0,M,African-American,Male,0,1,1
39,0,M,African-American,Male,0,0,1
37,0,F,Other,Female,1,1,1
22,1,M,Other,Male,3,0,1
26,0,F,Other,Female,1,3,0
46,0,F,Other,Female,1,29,1
21,0,F,African-American,Male,0,0,1
25,1,F,Other,Female,0,0,1
30,1,M,Other,Male,2,0,1
26,1,F,African-American,Female,5,1,1
37,0,F,African-American,Female,0,1,1
63,0,M,Other,Male,5,4,1
30,0,F,African-American,Male,10,93,0
28,1,M,Other,Female,6,30,0
20,1,F,African-American,Female,1,1,1
25,1,M,Other,Female,2,0,1
39,0,F,Other,Male,0,0,1
56,0,F,Other,Male,0,0,1
25,0,F,African-American,Male,0,0,1
24,0,M,Other,Female,0,0,1
23,1,F,African-American,Male,1,1,1
24,0,F,African-American,Female,0,0,1
33,0,F,Other,Male,1,3,1
31,1,F,African-American,Male,15,2,0
35,1,M,African-American,Male,1,79,0
30,1,F,Other,Female,9,4,1
22,0,F,African-American,Male,0,-1,1
19,1,F,African-American,Male,2,0,1
29,1,M,Other,Female,0,1,1
23,1,F,Other,Male,2,0,0
27,1,M,Other,Male,7,2,0
24,0,F,Other,Female,2,0,0
28,1,M,African-American,Male,3,-1,1
38,0,F,African-American,Female,0,4,1
34,1,F,Other,Male,9,1,1
28,1,M,African-American,Male,0,0,1
41,0,M,African-American,Male,9,0,0
29,0,F,African-American,Male,1,40,0
30,0,M,Other,Male,0,0,1
30,0,M,African-American,Male,0,1,0
39,1,F,Other,Male,3,1,1
28,1,F,Other,Female,7,6,1
23,0,M,Other,Female,0,0,1
30,0,F,African-American,Male,0,0,1
49,0,M,Other,Male,0,-1,1
37,0,M,Other,Female,2,1,1
20,0,F,Other,Male,0,1,1
43,0,F,Other,Male,0,2,1
23,1,F,African-American,Male,1,22,1
20,1,F,Other,Male,0,1,1
58,1,F,Other,Male,3,15,1
26,1,F,Other,Female,2,0,0
49,0,F,African-American,Male,3,0,1
51,1,M,African-American,Male,11,79,1
22,1,F,African-American,Male,0,1,1
21,1,F,Other,Male,0,0,1
62,0,F,Other,Male,2,3,1
22,1,F,African-American,Male,3,16,1
55,0,M,Other,Male,0,5,1
27,1,F,African-American,Male,10,1,0
38,0,M,Other,Male,1,14,1
29,1,F,Other,Male,3,1,1
30,1,M,Other,Male,4,0,1
35,1,F,African-American,Male,7,0,1
44,1,M,Other,Male,8,4,1
50,1,M,Other,Male,0,14,1
26,1,F,African-American,Male,0,1,1
21,0,F,Other,Male,0,0,1
26,1,F,African-American,Male,8,0,0
29,0,M,African-American,Male,1,3,1
59,0,M,African-American,Male,1,62,1
39,0,F,Other,Male,0,0,1
32,1,F,African-American,Male,4,44,1
21,1,F,Other,Male,0,0,0
31,0,F,African-American,Male,5,2,1
27,1,F,African-American,Male,9,52,0
22,1,F,African-American,Male,1,6,1
20,1,F,Other,Male,0,0,0
24,0,F,Other,Male,0,32,1
29,1,F,Other,Male,9,1,0
52,0,M,African-American,Male,4,4,1
27,1,M,Other,Male,0,0,1
36,1,M,African-American,Male,3,2,1
23,0,M,Other,Male,1,0,1
21,0,F,Other,Male,2,2,1
44,0,F,Other,Female,1,0,1
30,1,F,African-American,Male,14,2,0
23,0,F,Other,Male,0,1,0
27,0,F,Other,Male,8,68,1
21,1,M,African-American,Male,2,21,0
36,0,F,Other,Female,2,1,1
45,0,F,Other,Male,8,1,1
28,0,M,Other,Male,0,1,1
23,0,M,African-American,Female,0,0,1
20,1,F,African-American,Male,1,14,0
49,1,F,Other,Male,2,91,1
43,0,F,African-American,Male,7,0,1
30,1,F,African-American,Male,7,38,0
47,0,F,African-American,Male,5,0,1
24,1,M,Other,Male,0,0,1
23,0,F,African-American,Male,0,3,1
22,1,M,African-American,Male,0,0,1
40,0,F,Other,Male,0,1,1
25,1,F,Other,Male,4,5,1
45,1,F,Other,Female,15,1,0
23,0,F,African-American,Male,0,1,1
34,0,F,Other,Male,2,2,1
22,1,F,African-American,Male,0,50,1
44,0,F,African-American,Male,6,1,1
24,1,F,Other,Male,3,97,1
39,1,F,African-American,Male,1,0,1
20,1,F,African-American,Male,1,2,0
41,1,F,African-American,Male,25,185,0
20,1,M,Other,Female,0,10,1
42,0,F,African-American,Male,2,0,1
27,1,F,Other,Female,0,2,1
47,1,F,African-American,Male,7,57,1
20,1,M,African-American,Male,1,1,1
24,1,F,Other,Male,1,4,1
30,0,F,African-American,Male,4,7,1
26,1,F,African-American,Male,5,3,0
20,1,M,African-American,Male,1,0,0
34,1,F,African-American,Male,3,33,1
37,1,F,African-American,Male,0,0,1
30,1,M,Other,Male,1,0,1
23,0,M,Other,Male,1,5,1
21,1,F,Other,Male,2,1,1
22,0,F,African-American,Male,3,128,1
36,1,F,African-American,Female,7,2,1
32,1,F,African-American,Female,3,0,1
28,1,F,African-American,Male,10,243,1
50,0,F,Other,Male,1,1,1
49,0,F,African-American,Male,3,3,1
38,1,F,African-American,Male,2,192,1
46,1,F,African-American,Female,2,9,0
30,0,M,Other,Female,0,0,1
26,1,F,Other,Male,2,199,1
27,0,M,African-American,Male,4,1,1
27,0,M,African-American,Male,0,2,1
21,1,F,Other,Male,0,1,1
22,0,F,Other,Male,0,1,1
61,0,M,Other,Female,0,0,1
23,1,M,African-American,Male,2,2,0
56,0,M,Other,Male,0,1,1
29,0,F,African-American,Male,0,0,1
24,0,F,Other,Male,0,1,1
24,1,F,Other,Male,11,0,0
34,0,F,Other,Male,0,28,1
21,1,M,Other,Male,0,1,1
22,0,F,Other,Male,3,2,1
24,1,M,African-American,Male,0,20,1
26,0,F,Other,Male,2,1,1
25,1,M,Other,Male,0,2,1
28,0,F,African-American,Female,0,191,1
36,1,F,African-American,Male,11,36,1
34,0,F,Other,Male,1,1,1
22,0,F,African-American,Female,0,1,0
34,0,M,African-American,Male,8,1,1
49,1,F,Other,Male,1,5,1
22,0,F,African-American,Male,1,43,1
26,0,F,African-American,Male,6,1,1
38,0,F,Other,Female,0,0,1
28,1,F,African-American,Male,10,20,1
25,1,F,Other,Male,2,0,1
28,0,M,Other,Female,0,0,1
21,1,F,Other,Male,1,1,1
27,0,F,African-American,Male,1,2,1
29,1,F,Other,Female,1,1,1
28,1,F,African-American,Male,4,21,1
23,1,F,African-American,Male,2,6,1
49,0,F,Other,Male,3,0,1
47,0,F,African-American,Male,1,0,1
54,0,M,Other,Male,0,0,1
20,1,F,Other,Male,1,40,1
21,0,F,Other,Female,0,0,1
40,1,F,African-American,Male,1,0,1
20,0,F,African-American,Male,0,0,0
59,0,M,Other,Male,0,0,1
53,0,M,African-American,Male,1,0,1
27,1,F,Other,Male,0,0,1
47,1,F,African-American,Male,7,1,1
49,1,F,African-American,Male,10,9,1
34,0,F,African-American,Female,6,0,1
50,0,F,Other,Male,1,1,1
47,0,F,Other,Male,3,2,1
45,1,F,Other,Male,1,27,1
24,0,M,Other,Female,0,0,0
74,0,M,Other,Male,0,1,1
43,1,M,Other,Male,0,1,1
34,0,F,African-American,Male,10,1,1
20,1,F,African-American,Male,1,0,0
23,0,F,African-American,Male,0,3,1
27,0,M,African-American,Male,2,1,0
55,0,M,Other,Female,0,1,1
26,0,F,African-American,Male,0,1,0
30,0,F,Other,Male,0,5,1
34,0,F,Other,Male,0,0,1
21,1,F,Other,Male,2,1,1
43,0,M,Other,Male,1,1,1
41,1,F,African-American,Male,13,0,0
45,0,M,Other,Female,0,1,1
26,1,F,Other,Male,1,1,1
37,1,F,Other,Female,2,1,0
45,0,F,African-American,Male,1,2,1
41,0,M,African-American,Male,9,2,0
23,1,M,Other,Male,0,3,0
57,0,F,Other,Male,2,9,1
31,0,F,African-American,Female,0,1,1
29,0,F,African-American,Male,7,1,1
39,0,M,African-American,Male,0,1,1
46,0,F,Other,Female,2,19,0
41,1,M,African-American,Male,7,1,1
24,0,M,African-American,Female,2,30,1
28,1,F,African-American,Male,18,12,0
42,1,F,African-American,Male,6,0,0
32,0,M,Other,Male,0,0,1
23,0,M,Other,Male,0,1,1
24,1,F,African-American,Female,6,26,0
44,0,M,African-American,Male,0,2,1
46,0,F,Other,Male,0,0,1
41,1,F,African-American,Male,24,1,0
37,0,F,Other,Male,3,38,1
50,0,F,Other,Male,0,0,1
36,0,F,Other,Male,0,5,1
21,1,F,Other,Male,0,0,0
21,0,F,African-American,Male,1,22,1
23,1,F,Other,Male,4,0,1
57,0,M,Other,Male,0,0,1
33,1,M,African-American,Male,9,14,1
25,0,M,African-American,Male,0,7,1
49,0,F,African-American,Male,4,1,1
29,1,F,African-American,Male,0,0,1
52,1,F,African-American,Male,3,24,1
47,1,F,African-American,Male,4,64,0
36,1,F,African-American,Male,9,0,1
41,0,F,Other,Male,0,1,1
58,0,F,Other,Male,2,5,1
55,0,M,Other,Male,3,1,1
29,0,M,Other,Male,1,0,0
31,0,F,African-American,Male,15,-1,0
34,0,F,Other,Male,0,14,1
24,1,F,Other,Male,0,0,1
22,1,F,Other,Male,1,1,1
33,1,F,African-American,Male,3,3,1
36,0,F,African-American,Male,2,0,1
34,0,F,African-American,Male,0,-1,1
20,1,F,African-American,Male,0,0,1
23,1,F,African-American,Male,0,1,1
22,0,M,African-American,Female,0,1,1
27,1,F,African-American,Male,3,0,1
23,1,F,African-American,Male,6,1,1
52,0,F,Other,Male,7,0,1
36,0,M,Other,Female,0,0,1
56,0,F,African-American,Male,0,1,1
38,1,M,Other,Male,0,2,1
66,0,M,Other,Male,0,0,1
21,0,F,African-American,Male,4,60,0
44,0,F,Other,Male,0,4,1
23,0,F,Other,Male,0,0,1
33,0,F,African-American,Male,0,45,1
32,1,F,Other,Male,5,55,0
32,0,F,African-American,Male,14,1,0
29,0,M,Other,Female,0,0,1
47,1,F,Other,Male,28,33,0
22,0,F,Other,Male,2,1,1
22,1,M,African-American,Male,0,1,0
20,1,F,Other,Male,2,31,0
37,0,F,African-American,Male,2,169,0
47,1,M,African-American,Male,3,7,1
29,0,M,Other,Male,2,1,1
29,1,M,Other,Male,4,7,1
22,1,F,African-American,Male,1,0,1
40,0,F,African-American,Male,13,1,0
42,0,M,Other,Male,0,0,1
59,0,M,African-American,Male,5,151,1
32,1,M,Other,Male,0,1,1
23,1,F,Other,Male,3,244,1
50,1,F,Other,Male,9,424,1
32,0,F,Other,Male,2,1,1
24,1,M,African-American,Male,1,-1,1
24,1,F,Other,Male,4,0,1
51,0,F,African-American,Male,3,2,1
29,0,F,African-American,Male,2,1,1
44,0,F,Other,Male,0,1,1
27,1,M,Other,Male,2,1,1
23,0,F,Other,Male,0,0,1
34,1,F,Other,Male,0,2,1
38,0,F,African-American,Female,1,0,1
33,1,F,African-American,Male,14,0,0
30,0,F,African-American,Male,1,0,1
61,1,F,African-American,Male,1,0,1
34,1,F,African-American,Male,9,0,1
22,0,F,Other,Female,1,0,1
53,0,M,Other,Female,0,0,1
60,0,F,Other,Male,1,0,1
23,1,F,Other,Male,2,7,0
23,0,F,African-American,Male,2,76,0
25,0,F,Other,Male,6,1,1
25,0,F,African-American,Male,0,1,1
47,1,F,African-American,Male,4,0,1
21,1,F,African-American,Female,0,0,1
23,0,M,African-American,Male,0,32,1
54,0,M,Other,Female,0,0,1
27,0,M,Other,Male,2,0,1
27,1,F,African-American,Female,3,1,1
22,1,F,Other,Male,2,31,1
54,0,M,African-American,Male,1,0,1
24,0,F,Other,Male,1,6,0
44,1,F,Other,Male,13,16,0
44,0,F,African-American,Male,0,1,1
27,1,M,Other,Male,4,1,1
55,0,F,Other,Male,0,0,1
40,0,F,African-American,Male,1,75,1
29,1,F,African-American,Male,5,2,1
59,0,F,Other,Male,2,12,1
35,1,F,African-American,Male,13,0,0
42,1,F,Other,Female,0,1,1
35,0,M,Other,Male,2,0,1
44,0,M,Other,Female,0,0,1
27,0,M,African-American,Female,0,1,1
31,0,M,African-American,Female,0,0,1
43,0,F,African-American,Male,0,41,1
61,0,M,Other,Male,0,0,1
38,1,F,African-American,Male,7,6,1
55,1,M,Other,Male,2,0,1
22,0,M,African-American,Female,0,7,1
51,0,M,Other,Female,0,0,1
24,0,F,Other,Male,0,0,1
38,0,F,Other,Female,0,1,1
26,1,F,African-American,Male,1,0,1
22,1,F,African-American,Male,0,5,1
42,0,F,African-American,Male,0,0,1
29,0,F,African-American,Female,11,0,0
33,1,F,Other,Male,2,0,1
35,1,F,Other,Male,2,0,1
25,1,F,African-American,Male,2,49,1
53,0,F,African-American,Male,20,3,1
52,1,F,Other,Male,1,3,1
25,1,F,Other,Male,3,1,0
40,0,F,African-American,Male,6,1,1
29,1,F,African-American,Male,5,3,1
31,0,M,Other,Male,7,1,1
24,0,F,Other,Female,0,0,1
23,0,F,African-American,Male,3,1,1
32,1,M,Other,Female,0,7,1
31,0,F,African-American,Male,15,104,0
36,0,F,Other,Male,12,13,1
21,0,M,African-American,Male,1,1,1
21,1,M,African-American,Male,0,1,1
45,0,F,Other,Male,2,47,1
26,0,F,African-American,Female,0,0,1
46,1,F,African-American,Male,2,9,1
30,1,F,Other,Male,5,2,0
58,0,F,Other,Male,0,0,1
25,1,F,African-American,Male,2,0,1
63,1,F,African-American,Male,9,1,1
53,1,M,Other,Male,4,0,1
24,0,F,Other,Male,1,1,1
21,1,F,African-American,Male,0,1,1
54,0,M,African-American,Male,2,0,1
28,0,M,African-American,Male,1,1,1
27,1,F,Other,Male,6,34,1
24,1,F,African-American,Male,3,35,0
47,0,F,Other,Male,3,13,1
24,1,F,African-American,Male,5,0,1
56,0,F,Other,Male,1,0,1
67,0,M,Other,Female,0,0,1
23,1,F,African-American,Male,3,0,0
24,1,M,African-American,Male,2,2,0
40,0,F,Other,Male,3,1,1
30,1,F,African-American,Male,15,1,0
40,0,F,Other,Male,0,19,1
29,1,F,African-American,Male,0,0,1
38,1,F,African-American,Male,2,9,1
60,0,M,Other,Male,2,10,1
41,0,M,Other,Female,0,0,1
57,1,F,African-American,Male,23,30,0
53,1,F,African-American,Male,3,5,1
60,0,F,African-American,Male,13,0,1
53,1,M,African-American,Male,6,8,1
30,1,M,Other,Male,6,0,1
22,0,M,African-American,Female,0,1,1
32,1,F,Other,Male,0,0,1
28,1,F,African-American,Male,4,2,1
25,0,F,African-American,Male,1,0,1
28,0,F,African-American,Male,2,0,1
27,0,F,African-American,Female,1,26,1
24,0,M,Other,Female,0,1,1
59,0,F,Other,Male,0,1,1
22,1,F,Other,Male,2,1,0
20,1,F,African-American,Male,0,2,1
24,0,M,Other,Male,5,5,1
54,0,M,Other,Male,2,0,1
24,1,F,African-American,Male,5,1,0
26,1,M,Other,Male,0,1,1
61,0,M,Other,Male,0,0,1
29,1,F,Other,Female,0,1,1
41,0,F,African-American,Male,0,0,1
29,1,M,African-American,Male,7,0,0
31,1,F,Other,Male,0,30,0
69,1,M,Other,Male,0,0,1
26,0,F,African-American,Male,5,2,1
38,0,F,Other,Male,5,1,1
44,1,F,Other,Male,6,270,1
41,0,F,Other,Female,3,1,1
27,1,F,African-American,Male,6,0,1
24,0,F,African-American,Male,1,0,1
23,1,F,African-American,Male,0,5,1
25,0,F,African-American,Male,1,2,1
22,0,F,African-American,Female,0,0,1
26,1,F,Other,Male,1,2,1
28,0,F,Other,Female,0,0,1
36,1,M,Other,Male,1,1,1
31,1,F,Other,Male,2,0,1
24,1,F,African-American,Male,3,0,0
45,1,F,Other,Male,0,1,1
25,0,M,Other,Female,0,0,1
24,0,F,Other,Male,3,0,1
36,1,F,Other,Female,9,0,1
22,1,F,African-American,Male,0,1,1
27,1,F,African-American,Male,3,7,0
28,0,M,Other,Male,0,13,1
56,1,F,Other,Male,6,1,1
32,0,F,African-American,Male,12,1,0
29,1,F,African-American,Male,4,18,0
49,1,M,African-American,Male,6,0,1
23,0,F,African-American,Male,1,2,0
30,1,F,African-American,Male,10,0,1
52,1,M,African-American,Male,0,0,1
21,0,F,African-American,Female,2,79,0
21,0,M,African-American,Male,1,1,1
24,0,F,African-American,Male,0,-1,1
31,1,F,African-American,Female,9,0,0
30,0,F,Other,Male,2,63,1
40,0,F,Other,Female,5,55,0
46,1,F,African-American,Male,5,202,1
73,0,M,Other,Male,0,1,1
41,1,F,African-American,Male,19,48,1
49,0,M,Other,Female,0,1,1
24,0,F,Other,Male,2,0,1
30,0,M,Other,Male,0,56,1
22,1,F,Other,Female,0,1,1
37,1,F,Other,Male,1,8,1
22,1,M,African-American,Male,1,0,0
57,1,F,African-American,Male,0,0,1
45,0,M,Other,Male,2,2,1
46,0,M,African-American,Male,2,1,1
37,0,F,African-American,Male,7,1,1
30,0,F,Other,Female,0,1,1
37,0,F,Other,Male,1,2,1
22,0,F,African-American,Male,6,1,0
30,0,M,Other,Male,0,23,1
31,1,F,Other,Male,0,35,1
26,0,M,Other,Male,0,0,1
23,1,F,African-American,Male,8,2,0
28,0,M,Other,Male,9,0,1
40,0,F,African-American,Male,0,1,1
31,1,F,African-American,Male,10,181,1
29,0,M,Other,Female,0,0,1
28,1,M,African-American,Male,1,1,1
23,1,F,Other,Male,6,0,1
37,0,F,African-American,Male,6,1,1
44,1,M,Other,Male,0,1,1
25,1,M,Other,Male,1,3,1
30,1,M,African-American,Male,7,2,0
37,0,F,African-American,Male,8,1,1
35,1,M,Other,Male,0,15,0
32,0,M,African-American,Male,1,0,1
29,1,F,Other,Male,8,0,1
35,1,F,African-American,Male,13,5,0
35,1,M,African-American,Female,3,0,1
38,0,F,African-American,Male,0,1,1
57,0,M,African-American,Male,0,0,1
39,0,F,African-American,Female,1,0,1
52,0,M,Other,Male,3,0,0
49,1,F,African-American,Male,10,43,1
35,0,F,African-American,Male,1,0,1
22,1,F,African-American,Male,0,1,1
25,1,F,Other,Male,24,0,0
19,1,F,African-American,Male,1,3,1
21,1,M,Other,Male,0,0,1
26,0,F,African-American,Male,5,1,1
24,0,F,Other,Male,0,15,0
43,1,F,Other,Male,13,51,1
40,0,F,Other,Male,1,1,1
42,1,M,African-American,Male,17,51,1
25,1,F,African-American,Male,0,-1,0
31,0,F,Other,Male,0,67,1
27,1,F,African-American,Male,7,2,1
25,0,F,African-American,Female,1,4,1
21,0,F,African-American,Male,0,0,1
41,0,F,Other,Male,5,1,1
33,1,F,African-American,Male,2,0,0
32,1,M,African-American,Male,4,1,1
23,0,M,African-American,Female,0,0,1
27,1,F,Other,Male,4,3,1
46,1,M,Other,Female,0,2,1
21,1,F,African-American,Male,1,0,0
37,1,M,Other,Male,3,2,1
39,0,F,African-American,Male,1,4,1
28,1,M,African-American,Male,6,5,1
30,0,F,African-American,Male,6,133,1
27,0,M,African-American,Male,1,16,1
47,0,M,Other,Male,1,0,1
29,0,M,Other,Male,0,0,1
25,0,M,African-American,Female,0,44,1
24,0,F,Other,Male,1,1,1
54,0,F,African-American,Female,6,1,1
22,1,F,African-American,Male,1,-1,0
40,1,F,Other,Male,5,0,1
32,1,M,African-American,Male,1,3,1
26,0,M,African-American,Male,6,10,0
36,0,M,Other,Female,1,0,1
21,0,F,Other,Male,1,0,1
21,1,F,African-American,Male,2,0,0
34,1,F,African-American,Male,2,0,1
42,0,F,Other,Male,0,2,1
20,0,F,African-American,Male,0,2,0
45,1,F,African-American,Male,17,46,1
21,1,M,African-American,Female,0,0,1
21,1,F,African-American,Male,0,1,0
31,1,F,African-American,Male,19,0,0
34,0,F,Other,Male,0,0,1
58,1,F,Other,Female,0,1,1
30,0,F,African-American,Male,1,83,1
22,0,F,African-American,Female,0,0,0
33,0,F,African-American,Male,8,2,1
26,0,M,African-American,Male,1,32,1
32,1,F,African-American,Male,17,0,0
26,0,F,African-American,Male,5,0,1
30,0,M,Other,Male,6,0,1
21,0,F,African-American,Male,1,13,0
37,0,F,African-American,Female,0,37,1
26,0,F,African-American,Male,3,33,1
53,1,M,Other,Male,1,4,1
62,0,M,Other,Male,3,0,1
37,1,M,African-American,Male,0,1,1
25,1,M,African-American,Male,2,4,1
23,1,F,African-American,Female,2,1,1
22,0,F,Other,Male,0,57,0
24,0,M,Other,Male,2,15,1
31,1,F,Other,Male,5,37,1
53,0,M,African-American,Male,0,0,1
42,1,F,African-American,Male,0,33,1
23,0,F,Other,Male,1,1,1
28,0,M,African-American,Male,7,0,1
20,1,F,African-American,Male,1,187,0
51,0,M,African-American,Female,3,0,1
21,1,F,African-American,Male,0,0,0
24,1,F,African-American,Male,4,26,0
34,0,M,Other,Female,0,1,1
35,1,M,Other,Male,3,0,1
29,1,M,African-American,Male,7,8,0
28,1,F,African-American,Male,6,80,0
24,0,F,Other,Female,1,1,1
25,0,F,African-American,Male,3,1,1
29,0,F,African-American,Male,2,0,1
29,0,F,African-American,Male,0,2,0
34,0,M,Other,Male,2,1,1
44,1,F,Other,Female,1,1,1
24,1,M,African-American,Male,0,15,0
37,1,M,African-American,Male,4,1,1
48,0,F,Other,Male,0,33,1
29,1,F,African-American,Male,12,12,0
29,0,F,African-American,Male,16,17,0
37,1,M,Other,Male,4,0,1
36,1,M,African-American,Male,5,19,0
24,0,F,African-American,Female,0,0,1
25,0,F,African-American,Male,2,274,0
25,0,F,African-American,Male,5,36,1
41,0,F,Other,Female,0,1,1
23,0,F,African-American,Male,1,0,1
53,0,F,African-American,Male,11,110,1
21,0,F,Other,Female,0,1,1
42,0,F,Other,Male,0,1,1
27,1,F,African-American,Male,4,0,0
20,1,M,Other,Female,0,0,1
45,0,F,Other,Female,1,2,1
21,1,F,African-American,Male,1,1,0
32,1,M,African-American,Male,13,38,0
23,1,F,African-American,Male,10,4,0
22,1,M,Other,Male,5,0,1
49,1,F,African-American,Male,3,0,1
26,0,M,Other,Male,0,0,1
21,0,M,Other,Male,0,0,1
21,0,F,African-American,Male,0,1,1
51,0,F,Other,Male,1,6,1
35,0,F,African-American,Male,9,1,1
36,0,F,Other,Male,0,36,1
37,1,M,Other,Male,1,1,1
33,0,F,Other,Male,0,6,1
24,0,M,African-American,Male,0,0,1
25,1,F,African-American,Female,6,12,1
33,0,F,Other,Female,1,84,1
40,0,M,African-American,Male,2,0,1
32,0,M,Other,Female,0,0,1
36,0,F,Other,Male,0,0,1
41,0,M,Other,Male,0,0,1
40,1,F,Other,Male,8,40,1
26,0,M,African-American,Female,0,1,0
34,1,F,African-American,Male,7,0,1
31,1,F,Other,Male,19,0,1
20,1,M,Other,Male,0,0,0
55,1,F,African-American,Male,21,85,1
27,1,F,African-American,Male,13,2,1
29,1,F,African-American,Female,7,1,1
31,1,F,African-American,Female,1,33,1
27,1,F,African-American,Male,2,39,0
62,0,M,Other,Male,0,-1,1
57,0,F,Other,Male,6,1,1
27,1,M,African-American,Male,0,5,1
52,1,F,Other,Male,6,1,1
21,0,M,African-American,Male,0,3,1
41,0,F,African-American,Male,13,2,1
34,1,F,African-American,Male,8,2,0
48,1,M,Other,Male,1,0,1
34,0,M,African-American,Male,19,1,0
27,0,M,African-American,Female,0,1,1
55,0,F,African-American,Male,0,1,1
26,0,M,Other,Male,0,1,1
46,0,F,Other,Male,0,5,1
30,1,M,Other,Male,5,5,0
48,1,F,Other,Male,23,360,0
42,1,M,African-American,Male,13,0,0
20,1,F,African-American,Male,0,0,1
43,0,F,African-American,Male,0,1,1
36,0,M,African-American,Female,0,0,1
28,0,F,Other,Male,2,0,1
36,0,M,African-American,Female,1,-1,1
25,0,M,African-American,Male,2,2,1
35,0,M,Other,Male,5,0,1
42,0,M,Other,Male,0,3,1
49,0,F,Other,Male,0,0,1
51,1,M,Other,Female,5,20,1
48,0,M,Other,Male,2,0,1
20,0,F,African-American,Male,1,2,1
26,0,M,Other,Male,5,5,1
22,1,F,African-American,Male,0,0,1
33,0,F,African-American,Female,1,0,1
43,1,F,Other,Male,4,2,1
52,0,M,Other,Female,0,0,1
22,0,F,African-American,Male,0,1,1
20,1,M,African-American,Male,1,0,1
50,0,F,African-American,Male,7,0,1
34,0,F,Other,Male,15,1,1
50,0,M,African-American,Male,4,2,1
42,0,M,Other,Female,0,0,1
30,1,M,Other,Female,0,1,1
44,0,M,Other,Male,0,1,1
31,1,F,African-American,Male,2,-1,1
22,1,M,African-American,Male,0,0,1
20,1,F,Other,Female,4,2,0
28,0,F,African-American,Male,0,1,1
28,0,M,African-American,Female,0,1,1
26,1,F,African-American,Male,5,6,1
29,1,F,Other,Male,17,2,1
35,0,M,Other,Female,0,0,1
61,0,M,African-American,Male,2,0,0
36,0,M,Other,Male,0,1,1
26,0,M,African-American,Male,5,323,1
29,0,M,Other,Male,1,0,1
51,1,F,Other,Male,0,1,1
22,0,F,Other,Male,2,3,1
27,1,F,African-American,Male,9,799,0
38,1,M,African-American,Male,0,749,0
24,0,M,African-American,Male,1,24,1
26,1,F,Other,Male,1,3,1
58,0,F,Other,Male,2,1,1
59,0,F,African-American,Male,8,5,1
19,1,F,African-American,Male,3,1,0
27,1,F,Other,Female,2,62,1
27,0,F,African-American,Male,10,7,0
23,0,F,Other,Male,2,13,1
43,1,M,Other,Female,22,26,0
32,0,M,Other,Male,0,1,1
38,0,F,Other,Male,17,180,0
51,0,F,Other,Female,4,8,1
27,0,F,Other,Male,2,10,1
27,0,F,African-American,Male,1,1,0
30,0,M,African-American,Male,2,18,1
45,1,F,Other,Female,7,0,1
46,0,F,African-American,Male,3,1,1
24,0,F,Other,Male,1,10,1
21,1,F,Other,Male,3,1,0
30,1,F,African-American,Male,15,93,0
32,0,F,Other,Male,2,0,1
25,1,M,African-American,Female,1,0,1
26,0,M,Other,Male,0,1,1
21,0,F,Other,Male,1,1,1
47,1,F,African-American,Male,3,11,1
31,0,F,African-American,Male,15,135,1
21,0,M,African-American,Male,0,0,1
59,1,F,Other,Male,1,0,1
42,0,F,Other,Male,5,31,1
25,0,F,Other,Female,0,1,1
28,1,F,Other,Male,2,1,1
34,0,F,Other,Male,1,4,1
51,0,M,Other,Male,0,1,1
26,0,F,Other,Female,0,0,1
22,1,F,Other,Male,3,142,1
41,0,F,African-American,Male,7,0,1
47,0,M,Other,Male,5,4,1
32,0,F,African-American,Male,9,56,0
42,0,F,Other,Female,0,1,1
31,1,F,Other,Male,10,1,1
29,0,F,Other,Male,5,0,1
34,1,F,Other,Male,16,1,1
34,0,F,African-American,Male,2,0,1
56,0,F,Other,Male,0,-1,1
28,0,F,Other,Male,1,6,1
45,1,F,African-American,Male,10,1,1
24,1,F,African-American,Male,1,1,1
29,0,F,Other,Male,0,1,1
37,0,F,African-American,Male,4,92,1
57,0,F,African-American,Male,19,3,1
30,0,F,Other,Male,1,0,1
49,1,F,Other,Male,5,3,1
31,1,F,Other,Male,8,13,1
